FE,1113.74995315907,143.546493603517,-
TS:5346078.12369817,X:409.986187327255,Y:676.456996998198
TS:5346344.83391514,X:99.1191635917038,Y:730.78989472255
DF,103.229911776259,726.234234733388,-
TS:5346356.3932617,X:102.366073090711,Y:731.008236798223
FE,107.379985986754,717.621685720362,-
TIME,-,-,00:00:00.1619057
TS:5346366.63885404,X:105.985026766481,Y:720.507120701356
TS:5346378.19276686,X:105.517425103355,Y:721.004979212517
TS:5346390.20492392,X:139.243483153371,Y:596.00882830497
TS:5346400.17460373,X:165.862544237842,Y:472.127335808152
TS:5346411.55705231,X:170.19800412565,Y:450.913476382096
FS,223.79322829727,186.043179055741,-
TS:5346424.44826549,X:175.052593529447,Y:427.590193186921
DF,223.542852078913,182.474212159552,-
TS:5346433.40063104,X:178.239090967498,Y:410.927662854704
DF,221.68104148753,179.101384729275,-
TS:5346444.66836762,X:183.539497516001,Y:381.349379168524
DF,219.187340686556,179.461205274182,-
TS:5346457.20035114,X:190.035003778798,Y:344.286002964643
DF,217.994079586193,180.717437030936,-
TS:5346466.92913576,X:206.316263966209,Y:258.498647601602
DF,218.188936622906,181.602810101665,-
TS:5346477.90767737,X:221.161079131946,Y:183.862531692411
DF,218.506119810251,182.117544732204,-
TS:5346490.06775253,X:217.548945220477,Y:179.240337046251
DF,217.883617914253,181.538100462645,-
TS:5346503.19744591,X:217.669331984899,Y:180.432853021034
DF,216.74972776866,181.134389043076,-
TS:5346511.30516892,X:216.828299378501,Y:180.851857338739
DF,214.872114402183,181.491633488591,-
DF,214.408789885314,182.450903162235,-
TS:5346523.10903315,X:214.427174473847,Y:181.193609279431
TS:5346533.17048255,X:213.887918249701,Y:182.236383623269
DF,213.119691527901,182.773965286159,-
TS:5346544.64168199,X:213.726531572108,Y:182.745611182118
DF,212.170813997152,181.957173852369,-
TS:5346556.42803754,X:212.690502492099,Y:182.12710953205
TS:5346566.67061115,X:212.058905141362,Y:181.774623418854
DF,210.559099229749,180.142189308413,-
DF,210.095986779666,178.601900981887,-
TS:5346577.95283767,X:211.171805210256,Y:180.616500921337
DF,210.510925812528,177.727434320978,-
TS:5346589.86779141,X:211.256972851333,Y:180.161839333026
DF,211.155888090596,176.869181788171,-
TS:5346599.89905345,X:211.089223323356,Y:178.952476434295
DF,211.161923806994,176.1573178969,-
TS:5346611.22595727,X:210.956581654404,Y:178.107533937154
DF,210.763361967327,174.740961632501,-
TS:5346623.18196583,X:210.578040394301,Y:175.511128824016
DF,210.796178723783,173.62888811045,-
TS:5346633.02546244,X:210.565467188779,Y:174.816643506909
DF,211.403295550431,173.563353549629,-
TS:5346644.84683534,X:211.395873556028,Y:174.159587351761
DF,213.519939252703,173.333409163315,-
TS:5346656.47500909,X:211.79227943954,Y:173.569543651911
TS:5346666.477895,X:212.419582631803,Y:173.814810015125
DF,214.985203932817,172.74867040637,-
DF,216.000623696489,172.131581887006,-
TS:5346677.9587544,X:213.677988704436,Y:173.218281095335
DF,220.766542947847,178.108585074985,-
TS:5346690.2661439,X:215.213644831088,Y:172.620919046426
FE,230.298381450564,190.062591450944,-
TIME,-,-,00:00:00.7425755
TS:5346699.97379737,X:215.468409593182,Y:172.325965204156
TS:5346711.31458738,X:226.566282132367,Y:188.402338534854
TS:5346726.17763937,X:266.137203435102,Y:247.403177305224
TS:5346733.71844364,X:317.855220802505,Y:354.837660295923
FS,327.964672643085,380.67688607773,-
DF,326.500976828642,379.851695981883,-
TS:5346744.53155848,X:319.392156884372,Y:357.936890587286
TS:5346756.78883695,X:320.681436979851,Y:361.288046419508
TS:5346766.46449181,X:320.46772273194,Y:361.255622914446
DF,325.365596527277,379.025949828039,-
TS:5346777.88437272,X:321.711400389876,Y:364.309256792094
DF,323.175407587096,379.16877797367,-
TS:5346790.14466994,X:322.297063211549,Y:368.382514878521
DF,322.248593626096,378.781516415952,-
DF,321.544566514264,378.424752005308,-
DF,322.700478387023,375.996781866257,-
DF,323.285544764814,373.918114249955,-
TS:5346799.64463432,X:322.31900728465,Y:376.25002911834
TS:5346814.10559058,X:322.501244018251,Y:379.489153115705
TS:5346824.40793517,X:323.435453079165,Y:377.111068634731
TS:5346832.9672612,X:321.691516188941,Y:376.309441389716
DF,323.388501029115,372.520813390898,-
TS:5346844.37385967,X:321.785145095872,Y:375.179320482216
DF,323.838365654902,373.421786353451,-
DF,324.883986162777,372.404499275336,-
TS:5346856.59853579,X:322.549777047298,Y:374.815634612563
TS:5346866.2838506,X:323.114940435707,Y:374.064140693133
DF,326.269785822028,371.590087209218,-
TS:5346877.80878356,X:325.588069396768,Y:372.34885021894
DF,326.90940702925,369.81267119621,-
TS:5346889.38684628,X:327.372450690579,Y:368.516921724799
DF,327.066183556836,367.986331993405,-
DF,327.417415035449,366.138719882547,-
DF,327.026769108633,364.356642534062,-
TS:5346899.99287578,X:327.654354987823,Y:367.170490031783
TS:5346911.01066097,X:327.802268144661,Y:366.242098147362
TS:5346922.88335239,X:327.163593707921,Y:363.603727696557
DF,326.127935433627,364.570998688358,-
TS:5346932.99551657,X:326.864942144718,Y:364.220016678311
DF,325.254596644938,364.755301632384,-
TS:5346944.39426633,X:326.646497028027,Y:364.223095825915
DF,326.578031732976,363.737042106885,-
DF,326.511477739568,360.856604127389,-
DF,326.163019433673,358.800100949928,-
TS:5346956.2675615,X:326.738315261268,Y:364.183164248706
TS:5346966.18894152,X:326.723143165654,Y:363.928754041249
TS:5346978.06767042,X:326.452181074675,Y:362.38039452096
DF,326.231742998232,358.500858917422,-
TS:5346989.47970262,X:326.273685781961,Y:358.852018844145
DF,328.218281986664,358.276101977104,-
TS:5346999.69027761,X:326.899177820675,Y:359.086043237646
DF,329.69424146246,357.980848237227,-
TS:5347010.9924278,X:327.108092138948,Y:358.693999018318
DF,327.809000839364,356.697399972831,-
DF,326.080387465276,355.74997690429,-
TS:5347023.33845714,X:327.705845583087,Y:359.366803885854
TS:5347032.82332783,X:327.071159560196,Y:357.109190617717
DF,325.15748433212,356.038976966058,-
DF,325.724322090069,356.587346904463,-
DF,326.245048495986,356.239201687861,-
DF,327.069948947289,355.152417158431,-
TS:5347044.37603316,X:325.891789916618,Y:356.826618610038
TS:5347056.96356143,X:326.199151801754,Y:357.26557379217
TS:5347066.18399079,X:325.954273926208,Y:356.934905357826
TS:5347077.55255319,X:326.906692154514,Y:355.939341729421
DF,329.080912366116,353.471352913551,-
TS:5347089.31898508,X:327.888224055645,Y:355.044485355981
DF,332.039006660581,352.437050535697,-
DF,333.58447445669,352.067397457291,-
DF,334.717226496846,352.504110714493,-
DF,334.495794475463,350.665475950293,-
TS:5347099.48669401,X:329.54452575864,Y:354.263572222592
TS:5347110.69345212,X:330.598482077193,Y:353.761640207685
TS:5347123.09502621,X:330.541035464246,Y:353.811227345193
TS:5347132.80207592,X:331.423492391151,Y:353.603060093516
DF,333.669729130469,349.452964426004,-
DF,332.448714372894,348.779189275795,-
TS:5347144.14528093,X:332.122059168504,Y:352.053865432888
TS:5347155.97571004,X:332.189820811433,Y:350.06933318667
TS:5347166.09632668,X:332.767021333139,Y:350.174956511006
TS:5347177.5276788,X:332.546300613171,Y:350.195824124223
DF,331.69153944293,350.439030726457,-
DF,331.016357466308,351.086159696255,-
DF,330.8029169852,351.874363742124,-
DF,330.179914927947,351.37139671913,-
DF,331.116186651274,350.991713814724,-
TS:5347189.22166101,X:332.08503761444,Y:350.298415715204
TS:5347199.39540742,X:330.684267421455,Y:350.262570226
TS:5347210.90524669,X:331.09089857971,Y:350.289595745419
DF,331.295822475699,351.057492729267,-
TS:5347222.52859045,X:330.987545965235,Y:350.306918846529
DF,331.038018366732,349.37071011037,-
TS:5347232.78686149,X:330.964405746727,Y:349.890322709372
DF,330.188184646744,347.767323938059,-
DF,329.891619894903,345.796407519773,-
TS:5347244.25202346,X:329.847867798014,Y:347.718776326716
TS:5347257.79588751,X:329.652856101341,Y:345.274610829849
DF,328.570920738478,343.934154824509,-
TS:5347266.06722606,X:328.819575266415,Y:343.586895199843
DF,326.919315607583,342.845562066705,-
TS:5347277.4708058,X:327.520068887869,Y:342.816343343359
DF,327.326652876523,340.145625624633,-
TS:5347289.27768876,X:327.472002589594,Y:342.642124418637
DF,326.601827854571,336.689956700783,-
TS:5347299.42728527,X:327.576262819845,Y:341.225326153886
DF,326.192679338835,334.832832049312,-
TS:5347310.85924114,X:326.524412788034,Y:339.413606827071
DF,323.561234666501,337.429046011057,-
TS:5347322.65827538,X:326.616203193269,Y:336.45352812841
FE,318.298345321833,342.621473934546,-
TIME,-,-,00:00:00.4807259
TS:5347332.83322929,X:321.816964675823,Y:339.253048329959
TS:5347344.05930731,X:317.874080824256,Y:366.655006804805
FS,310.514972250591,418.104119063563,-
TS:5347356.62389318,X:316.252314061243,Y:372.66582304708
DF,310.979878031314,422.697231432776,-
TS:5347366.01820177,X:315.564958253982,Y:379.913716411974
DF,310.504735077588,426.599601576997,-
TS:5347377.45740261,X:315.138678523046,Y:383.355572332092
DF,311.299429831613,429.588190498452,-
TS:5347391.27174547,X:314.730999692005,Y:388.002795626174
DF,310.201569685971,430.551160573037,-
TS:5347399.35833733,X:313.753663373368,Y:394.178785409751
DF,309.256824874975,430.197841523874,-
TS:5347410.64358259,X:312.732415215055,Y:400.093969250631
DF,307.556770852619,429.422609284066,-
TS:5347422.49031287,X:308.931541595471,Y:428.129425354406
DF,301.960553425085,436.135162752353,-
TS:5347432.74133894,X:309.448184949915,Y:425.680824512591
DF,296.544886700464,444.427968887329,-
TS:5347444.05375283,X:297.376306630117,Y:445.479193807994
DF,290.700950489835,456.41692297454,-
FE,279.013078068578,480.394831148962,-
TIME,-,-,00:00:00.0379727
TS:5347455.94395293,X:296.198179191263,Y:447.553633779638
TS:5347466.04404216,X:287.38021019069,Y:459.666261606897
TS:5347477.31177875,X:285.130301520412,Y:463.19724172823
FS,257.255154277003,508.80045820539,-
TS:5347489.23156246,X:283.064109095602,Y:466.121065599692
DF,257.780574221944,506.599989561701,-
TS:5347499.30146433,X:277.54264238476,Y:474.297845589824
DF,258.375093822331,504.202998037153,-
TS:5347510.5154674,X:274.737089622062,Y:478.310792353626
DF,257.692975618426,500.743868431712,-
DF,257.74550291385,498.828822632648,-
TS:5347522.4159312,X:270.101842218517,Y:482.452401471384
TS:5347532.57518767,X:261.429909860669,Y:492.845918856848
DF,258.131881624058,497.817983784571,-
TS:5347543.90994022,X:257.732001151331,Y:497.277420554837
DF,260.363965469931,497.742242521069,-
TS:5347556.07243036,X:260.773965753911,Y:497.337469271997
DF,262.985316308099,496.30394623101,-
TS:5347565.78551755,X:261.544717128332,Y:497.413937148378
DF,263.676378330297,495.777763493735,-
TS:5347577.30139429,X:263.943414140021,Y:495.407478012423
DF,263.001645452144,494.460706337171,-
TS:5347589.60033134,X:263.009169126887,Y:493.675129566771
DF,263.207257875694,492.846137999484,-
TS:5347599.30677731,X:263.301162847869,Y:492.883884898308
TS:5347610.44410447,X:263.707263187374,Y:491.241676702951
DF,263.66018666812,490.845599789693,-
DF,262.764162736575,487.220835880924,-
TS:5347622.69172299,X:263.661152861555,Y:490.947685487532
DF,262.467539592768,483.730689967536,-
TS:5347632.54004958,X:263.127869716449,Y:486.845547117941
DF,262.057513255173,481.102691914278,-
TS:5347643.92249816,X:263.038557853889,Y:485.98123720395
DF,262.005402444047,479.350930041593,-
TS:5347655.84952684,X:263.039841943211,Y:483.882074023992
DF,262.514759204868,476.670290344441,-
TS:5347666.08787422,X:263.074413140248,Y:481.845916078716
TS:5347677.35017708,X:262.929541066564,Y:480.712899811413
DF,262.739837526191,474.799263241096,-
TS:5347689.12687267,X:263.678392668614,Y:477.898525937716
DF,263.346285769383,472.94653949239,-
DF,262.960763165635,470.384167105923,-
TS:5347699.1044012,X:263.283546334277,Y:473.869854025685
DF,262.663318360177,468.844853619392,-
TS:5347710.48141605,X:263.262661310325,Y:470.460115203492
DF,262.049050481222,467.428591480552,-
TS:5347722.52738296,X:262.643355540283,Y:467.739561309109
DF,260.965891398468,465.851920687424,-
TS:5347732.50793022,X:261.564925552653,Y:466.180081446672
DF,260.309628200956,464.419313759829,-
TS:5347743.85958769,X:261.155209681096,Y:465.211282688014
DF,260.994007977318,463.834581497869,-
TS:5347755.85061359,X:261.024438548438,Y:464.449805114473
DF,268.494780423356,465.66981000843,-
TS:5347765.97364522,X:261.666264208078,Y:463.77217168819
DF,278.996148038755,467.995456307384,-
TS:5347777.09708619,X:262.263019411809,Y:463.968000061251
TS:5347789.25836884,X:273.660099926387,Y:466.318809584057
TS:5347799.12963784,X:294.126206452357,Y:470.973558747708
FE,335.807571899059,474.796814146122,-
TIME,-,-,00:00:00.1229369
TS:5347810.61049723,X:304.463475721926,Y:472.425722456151
FS,377.561759490375,484.688491588399,-
TS:5347822.85388952,X:321.660798852472,Y:476.298039886807
DF,376.869507343578,484.751954916595,-
TS:5347832.42449234,X:330.983254775672,Y:477.867056685294
TS:5347843.67351276,X:335.137246685887,Y:478.775391220125
DF,376.589614045918,485.63472511851,-
DF,376.290393902179,485.364677834283,-
TS:5347855.90060387,X:341.407274926735,Y:479.872631495767
TS:5347865.86183121,X:359.901419269684,Y:482.715930782879
DF,374.706406146559,484.728042513298,-
DF,373.268248023631,483.225795677343,-
TS:5347876.9484436,X:373.331014574974,Y:483.932558641058
DF,372.726911580344,481.643325331296,-
TS:5347889.19666587,X:373.233170121899,Y:483.422633562511
TS:5347899.03835124,X:372.475079912792,Y:481.293426577135
DF,372.442583137374,480.084145523443,-
DF,371.739143495807,478.894340999205,-
TS:5347910.40329115,X:372.113636313282,Y:480.643825410277
TS:5347922.5072178,X:371.841133352158,Y:480.320001608183
DF,370.07186392261,476.364280801817,-
TS:5347932.35071441,X:369.369159888463,Y:476.211666723185
DF,368.275053360431,473.512173661343,-
DF,370.607361633184,471.692991543776,-
TS:5347943.75670914,X:367.089688571196,Y:472.348309841979
FE,375.27197817869,468.054627308642,-
TIME,-,-,00:00:00.0659618
TS:5347955.92161428,X:373.442940501564,Y:469.338422923404
TS:5347965.79107203,X:370.913005383394,Y:471.298528008614
TS:5347976.90847553,X:601.024771209508,Y:448.349346618575
TS:5347989.07096567,X:639.794423953116,Y:444.430898786039
TS:5347998.95129087,X:660.003574852815,Y:441.113017034039
TS:5348009.69859725,X:732.986637820915,Y:429.741340406325
FS,948.024449902912,395.434713147498,-
TS:5348022.519172,X:777.333145476519,Y:423.221098911633
DF,946.93652291261,395.830753694944,-
TS:5348032.42062836,X:805.663330876297,Y:419.28642174225
DF,944.774894490106,395.52365476677,-
TS:5348043.60685905,X:839.910396491691,Y:413.964477542904
DF,940.522944966233,395.199114152551,-
TS:5348055.93719096,X:854.105564729537,Y:410.566147074828
TS:5348065.71306787,X:818.652596521617,Y:416.062411139383
DF,936.65320315116,395.56708414801,-
DF,934.522172108576,396.717085541097,-
TS:5348076.39577329,X:938.68978512207,Y:396.083222768436
TS:5348088.39827038,X:940.128282228062,Y:395.769420324898
DF,933.926835571107,396.489582996315,-
DF,933.039682869428,396.23073345281,-
TS:5348098.77789464,X:935.465526295175,Y:395.494591043172
TS:5348110.17966313,X:933.21413170945,Y:395.730133555394
DF,931.780185096108,395.55278119411,-
DF,929.871116276607,394.65208986343,-
TS:5348122.9048458,X:931.029290183853,Y:395.02147322807
TS:5348132.20013983,X:928.821880915926,Y:394.323314148963
DF,928.259742203749,393.259562364406,-
TS:5348142.93597501,X:927.779811165928,Y:393.958679959079
DF,927.423466279003,392.893409460968,-
DF,928.797437106876,392.122747679409,-
TS:5348155.13770873,X:927.882144824361,Y:393.869849343406
DF,929.922577291777,392.2701631517,-
TS:5348165.37182987,X:928.666060894399,Y:393.476638256431
DF,929.136272603723,392.687696891129,-
TS:5348176.88348039,X:928.287471354687,Y:392.804571447866
DF,927.127005030965,394.573550923298,-
TS:5348188.75798305,X:927.505052979133,Y:392.949798732998
DF,925.197664514083,396.412400439388,-
TS:5348198.70532421,X:925.770780267847,Y:394.916042780423
DF,923.906756802749,396.647632428508,-
TS:5348210.17229742,X:924.014179506165,Y:395.774610230045
DF,924.000873097879,396.242807175475,-
TS:5348222.26233788,X:923.888483116369,Y:395.881086683237
TS:5348232.10221201,X:924.100876024735,Y:396.126201365568
DF,924.686915374101,396.321232007409,-
TS:5348242.83985843,X:926.280885952931,Y:396.827095496979
DF,926.486999078329,397.029107060789,-
DF,927.362104725786,396.911273793662,-
TS:5348255.35735201,X:925.492253662405,Y:396.663283895021
TS:5348265.4568375,X:925.648041378091,Y:396.374065572888
DF,926.648959617802,396.415677340698,-
DF,926.173529545813,396.085279705389,-
TS:5348276.19146519,X:924.866973902998,Y:396.60013718559
DF,925.065255090171,395.655363463091,-
TS:5348288.75605106,X:924.032214175594,Y:396.033689435149
TS:5348298.7758419,X:924.043464074505,Y:395.33616236983
DF,924.062645226435,395.006186412464,-
DF,923.034438234241,393.738353052188,-
TS:5348309.97595878,X:923.012194595742,Y:393.731685505417
DF,920.189174745309,393.368569566589,-
TS:5348322.14690139,X:922.558802455579,Y:393.143005379913
TS:5348331.933042,X:920.207360011896,Y:393.653172668572
FE,914.498647767444,392.62900259539,-
TIME,-,-,00:00:00.2278694
TS:5348342.81679528,X:830.804983367218,Y:387.122495838289
TS:5348355.52628052,X:859.188997664577,Y:389.047013341665
TS:5348365.39030454,X:847.71432976246,Y:387.758868644925
TS:5348376.5288392,X:682.658895558998,Y:374.955524530515
TS:5348389.35243268,X:573.475504156165,Y:366.80082397421
FS,378.283753690794,350.868244714226,-
TS:5348398.38388912,X:509.255850767218,Y:361.517527122331
DF,380.306974098048,350.894349900251,-
DF,380.483229413718,349.947658045481,-
TS:5348410.07183386,X:457.56514819301,Y:356.63067536861
DF,382.530160954585,347.340175171249,-
TS:5348422.15583685,X:416.948384280643,Y:350.797849629268
DF,382.465093195478,345.877934689068,-
TS:5348431.9462037,X:410.364537158548,Y:349.028615051545
DF,382.979909633508,345.595619682094,-
TS:5348443.59067862,X:383.612773508981,Y:346.165884825448
DF,381.169892519961,345.570962419401,-
TS:5348455.71634018,X:381.836660098125,Y:345.910135848109
DF,380.239820087306,344.928770415103,-
TS:5348465.25071816,X:380.969763322908,Y:346.258620110204
DF,380.511351752145,343.207350237338,-
TS:5348476.58124447,X:381.22080227162,Y:342.996176889938
DF,383.146428064137,343.041674848142,-
TS:5348488.89165271,X:381.474402273225,Y:342.415340408531
TS:5348498.4236157,X:383.467545579062,Y:341.213737006091
DF,384.699229669387,341.511841215189,-
DF,384.165037951236,341.171861461336,-
TS:5348509.8930039,X:383.451112306287,Y:340.616704604243
DF,383.145472658061,339.829101237983,-
TS:5348522.44792981,X:383.176490326392,Y:339.623504897134
TS:5348531.87121828,X:382.758920977255,Y:338.800908037791
DF,381.568476801579,338.563363115341,-
DF,381.586269631789,337.60992994009,-
TS:5348543.21985701,X:382.610729310392,Y:338.463050057572
TS:5348555.61237489,X:381.411222966167,Y:337.59926452327
DF,380.170467501103,337.155822807655,-
DF,379.957884324374,338.529848309763,-
TS:5348565.40032675,X:381.009981763227,Y:338.779343123421
DF,380.334871633256,340.20807493664,-
TS:5348577.18909729,X:381.019562430214,Y:338.975758619652
TS:5348588.87945701,X:380.681203217943,Y:339.317398494677
DF,378.227487214875,342.243070417077,-
FE,374.012718378111,346.313061377952,-
TIME,-,-,00:00:00.2088802
TS:5348599.69015687,X:376.925794795012,Y:343.322511877206
TS:5348609.99672769,X:344.040214684137,Y:348.084227787
FS,298.356179710506,355.818707102964,-
TS:5348621.79395069,X:307.067032291766,Y:354.2061070588
DF,297.64556326361,356.087764640916,-
TS:5348631.74249935,X:298.60425015157,Y:355.774681312402
TS:5348643.10079803,X:298.134700450907,Y:355.950377134854
DF,296.276194523985,356.659065604038,-
DF,296.387895862295,356.66403886764,-
TS:5348655.37135895,X:298.082201528092,Y:356.01565153137
DF,296.810886228446,357.907826625432,-
TS:5348665.51189926,X:296.883185727452,Y:356.595931265478
DF,298.121962266801,358.119619378529,-
TS:5348676.47534718,X:296.120100966138,Y:356.933777292381
TS:5348688.52916281,X:294.061623353806,Y:357.5106831815
DF,298.3755551102,358.422876832569,-
TS:5348698.51152131,X:298.900866356939,Y:353.317421410801
DF,298.811336121596,355.476626012452,-
DF,297.698636434343,353.962860491565,-
TS:5348710.12701636,X:297.424648391157,Y:353.98490457653
DF,296.138976453507,352.361726954882,-
TS:5348722.47002696,X:296.17553613847,Y:353.431594769103
DF,295.132907203107,350.953549905188,-
TS:5348731.92169155,X:296.3444108853,Y:354.450319156798
DF,294.261555428415,349.088055506946,-
TS:5348743.15863703,X:295.530253103769,Y:352.148657587291
DF,295.712961707462,346.674177035561,-
TS:5348757.12935045,X:295.652068841653,Y:351.211434289545
DF,296.232622390875,345.984512583984,-
TS:5348765.06077924,X:295.921913119363,Y:348.364604424146
DF,296.858294124954,345.376056167364,-
TS:5348776.35206198,X:295.518984281582,Y:346.676053084229
DF,295.166462893461,344.360246987197,-
TS:5348788.43847996,X:295.046000926235,Y:346.300450985015
TS:5348798.36710495,X:293.863868662983,Y:343.21639093643
DF,294.126933087251,342.675030846457,-
DF,293.279116860066,342.312385617,-
TS:5348809.71936616,X:293.535307217244,Y:342.608201056181
DF,294.862958343985,344.38483326873,-
TS:5348822.37391039,X:293.717015060154,Y:342.218247066401
DF,295.474201306862,344.370386262458,-
TS:5348832.4673584,X:295.831004222175,Y:343.728255352544
DF,295.765623332332,344.176843133373,-
TS:5348842.87898126,X:295.787764777371,Y:343.499159411493
TS:5348856.18678011,X:295.781155946883,Y:342.870643473203
DF,295.970684935798,341.785568143108,-
DF,296.02917903148,339.881380526527,-
TS:5348865.17054051,X:295.42393581237,Y:341.825278012737
DF,291.492899326662,340.132416571671,-
TS:5348876.30786767,X:295.449227377191,Y:340.691793580854
FE,282.420339917028,340.634488661958,-
TIME,-,-,00:00:00.2668467
TS:5348888.35323083,X:286.171246982584,Y:341.058567061618
TS:5348898.12488151,X:289.189084881621,Y:341.020753464876
TS:5348909.189759,X:175.118720511045,Y:362.45584265677
TS:5348921.64144412,X:139.816047953794,Y:369.609000939583
FS,49.144492940385,388.722167574327,-
TS:5348931.56282414,X:113.157000525673,Y:375.362058763981
DF,52.0166789012976,388.501074930546,-
TS:5348942.99719499,X:98.2937435858016,Y:378.95629861273
DF,52.6171067424315,389.299629558426,-
DF,52.102832657285,389.836024622208,-
TS:5348954.88558384,X:83.295007907057,Y:382.430384073668
TS:5348964.82266129,X:71.6577722732018,Y:386.732059219776
DF,51.8658872623168,392.333631711511,-
DF,53.2697929986281,394.711451193656,-
TS:5348976.24918343,X:51.970972727689,Y:393.025560871024
DF,54.398492190977,395.197210968511,-
TS:5348988.2703967,X:52.3376828829034,Y:393.171979165792
DF,54.7474385483138,393.528116640959,-
TS:5348998.36988219,X:53.6976485360858,Y:393.51158335709
DF,54.865601847141,391.681528036599,-
TS:5349009.56516909,X:54.7418554447053,Y:394.190939567338
DF,54.4751561315093,391.331729057185,-
TS:5349021.60147604,X:54.8371317924879,Y:393.785483553488
TS:5349031.51742234,X:54.7880862582846,Y:392.969345590817
DF,54.2312389133867,391.51004241192,-
TS:5349042.93549201,X:53.8882831915929,Y:393.378988369295
DF,51.9798233670709,392.258588406945,-
DF,50.6438806589826,392.407101583804,-
TS:5349055.92571976,X:53.5521534817048,Y:393.297665711795
TS:5349064.84548294,X:53.7155101544262,Y:392.665870460475
DF,49.6848745812194,392.55422209948,-
TS:5349076.15970808,X:51.6426824201958,Y:390.96074699977
DF,49.6411625928907,391.627997929704,-
TS:5349088.22680614,X:51.6428278740446,Y:390.547874896197
DF,50.4871051611068,391.360319116986,-
DF,50.8304731029058,393.105944313938,-
TS:5349098.16509109,X:51.6720366679855,Y:390.726952498958
DF,50.6098055886432,394.25211138902,-
TS:5349109.42860144,X:51.4554656271201,Y:391.50341096795
DF,50.6792179478997,394.609001994656,-
TS:5349121.34174394,X:51.1446882451286,Y:392.422703305246
DF,51.7679610063757,394.246270090207,-
TS:5349131.46054934,X:51.9973851418276,Y:392.55209312131
TS:5349142.73734214,X:52.4850570987383,Y:392.559265103002
DF,53.8724502836939,393.464065918993,-
TS:5349154.72655679,X:56.0923999642953,Y:393.709835546554
DF,55.4865341250546,393.884790080343,-
TS:5349164.65276679,X:55.8301010768034,Y:393.038593930095
DF,52.3342162330193,397.660833286796,-
TS:5349175.76473657,X:54.12912601655,Y:394.707049340051
DF,46.5114689641026,401.004007577452,-
DF,39.7432158338801,404.967818097618,-
TS:5349187.97673399,X:47.7739819967246,Y:399.058884113723
DF,31.8838466423647,408.24379276019,-
TS:5349198.08648318,X:35.8404605797567,Y:405.553510050402
DF,26.6819854441377,410.225303917096,-
TS:5349209.04811987,X:34.1169957644099,Y:406.294568097762
DF,23.5635096597315,412.103488299879,-
TS:5349221.2244962,X:30.6902051545497,Y:408.257919794771
DF,22.1973353291798,413.11216275452,-
TS:5349231.26300321,X:27.6404817484627,Y:410.183536474788
DF,22.6611028845082,414.685040466723,-
TS:5349242.52228733,X:23.5787879944558,Y:415.312869262913
TS:5349254.66545756,X:22.5749063513662,Y:416.250473284234
DF,23.2432564518613,415.280955658251,-
DF,23.7391007700257,414.355377080006,-
TS:5349264.85369391,X:23.4387209586549,Y:415.643968269541
DF,23.4559011703063,413.101206307833,-
TS:5349275.76401207,X:23.5624069664713,Y:413.735606602599
DF,23.3396497637558,412.444604061893,-
TS:5349288.1800761,X:22.7134119863598,Y:412.732859763333
